102.5	56.3	NAN	
102.75	56.3	NAN	
103	56.3	NAN	
103.25	56.3	NAN	
103.5	56.3	NAN	
103.75	56.3	NAN	
104	56.3	NAN	
104.25	56.3	NAN	
104.5	56.3	NAN	
104.75	56.3	NAN	
105	56.3	NAN	
105.25	56.3	NAN	
105.5	56.3	NAN	
105.75	56.3	NAN	
106	56.3	NAN	
106.25	56.3	NAN	
106.5	56.3	NAN	
106.75	56.3	NAN	
107	56.3	NAN	
107.25	56.3	NAN	
107.5	56.3	NAN	
107.75	56.3	NAN	
108	56.3	NAN	
108.25	56.3	NAN	
108.5	56.3	NAN	
108.75	56.3	NAN	
109	56.3	NAN	
109.25	56.3	NAN	
109.5	56.3	NAN	
109.75	56.3	NAN	
110	56.3	NAN	
110.25	56.3	NAN	
110.5	56.3	NAN	
110.75	56.3	NAN	
111	56.3	NAN	
111.25	56.3	NAN	
111.5	56.3	NAN	
111.75	56.3	NAN	
112	56.3	NAN	
112.25	56.3	NAN	
112.5	56.3	NAN	
112.75	56.3	NAN	
113	56.3	NAN	
113.25	56.3	NAN	
113.5	56.3	NAN	
113.75	56.3	NAN	
114	55.6	NAN	
114.25	55.6	NAN	
114.5	55.6	NAN	
114.75	55.6	NAN	
115	55.6	NAN	
115.25	56.3	NAN	
115.5	56.3	NAN	
115.75	56.3	NAN	
116	56.3	NAN	
116.25	56.3	NAN	
116.5	56.3	NAN	
116.75	56.3	NAN	
117	56.3	NAN	
117.25	56.3	NAN	
117.5	56.3	NAN	
117.75	56.3	NAN	
118	56.3	NAN	
118.25	56.3	NAN	
118.5	56.3	NAN	
118.75	56.3	NAN	
119	56.3	NAN	
119.25	56.3	NAN	
119.5	56.3	NAN	
119.75	56.3	NAN	
120	56.3	NAN	
120.25	56.3	NAN	
120.5	56.3	NAN	
120.75	56.3	NAN	
121	56.3	NAN	
121.25	56.3	NAN	
121.5	56.3	NAN	
121.75	56.3	NAN	
122	56.3	NAN	
122.25	56.3	NAN	
122.5	56.3	NAN	
122.75	56.3	NAN	
123	55.6	NAN	
123.25	55.6	NAN	
123.5	55.6	NAN	
123.75	55.6	NAN	
124	55.6	NAN	
124.25	55.6	NAN	
124.5	55.6	NAN	
124.75	55.6	NAN	
125	55.6	NAN	
125.25	55.6	NAN	
125.5	55.6	NAN	
125.75	55.6	NAN	
126	55.6	NAN	
126.25	55.6	NAN	
126.5	56.3	NAN	
126.75	56.3	NAN	
127	56.3	NAN	
127.25	56.3	NAN	
127.5	56.3	NAN	
127.75	56.3	NAN	
128	56.3	NAN	
128.25	56.3	NAN	
128.5	56.3	NAN	
128.75	56.3	NAN	
129	56.3	NAN	
129.25	56.3	NAN	
129.5	56.3	NAN	
129.75	56.3	NAN	
130	56.3	NAN	
130.25	56.3	NAN	
130.5	56.3	NAN	
130.75	55.6	NAN	
131	53.7	NAN	
131.25	51.8	NAN	
131.5	49.9	NAN	
131.75	46.7	NAN	
132	43.5	NAN	
132.25	40.3	NAN	
132.5	37.1	NAN	
132.75	33.2	NAN	
133	30	NAN	
133.25	26.2	NAN	
133.5	23	NAN	
133.75	19.8	NAN	
134	17.2	NAN	
134.25	14.7	NAN	
134.5	12.8	NAN	
134.75	11.5	NAN	
135	10.2	NAN	
135.25	9.6	NAN	
135.5	9.6	NAN	
135.75	9.6	NAN	
136	10.8	NAN	
136.25	12.1	NAN	
136.5	14	NAN	
136.75	15.3	NAN	
137	17.9	NAN	
137.25	20.4	NAN	
137.5	23	NAN	
137.75	25.6	NAN	
138	28.8	NAN	
138.25	32	NAN	
138.5	34.5	NAN	
138.75	37.1	NAN	
139	39	NAN	
139.25	40.9	NAN	
139.5	42.8	NAN	
139.75	44.1	NAN	
140	45.4	NAN	
140.25	45.4	NAN	
140.5	45.4	NAN	
140.75	45.4	NAN	
141	44.8	NAN	
141.25	43.5	NAN	
141.5	42.8	NAN	
141.75	40.9	NAN	
142	39.6	NAN	
142.25	37.7	NAN	
142.5	35.2	NAN	
142.75	33.2	NAN	
143	30.7	NAN	
143.25	28.1	NAN	
143.5	26.8	NAN	
143.75	24.3	NAN	
144	22.4	NAN	
144.25	20.4	NAN	
144.5	19.8	NAN	
144.75	18.5	NAN	
145	17.2	NAN	
145.25	17.2	NAN	
145.5	17.2	NAN	
145.75	17.2	NAN	
146	17.2	NAN	
146.25	17.9	NAN	
146.5	19.2	NAN	
146.75	19.8	NAN	
147	21.1	NAN	
147.25	23	NAN	
147.5	24.9	NAN	
147.75	26.2	NAN	
148	28.1	NAN	
148.25	30	NAN	
148.5	32	NAN	
148.75	33.2	NAN	
149	35.2	NAN	
149.25	35.8	NAN	
149.5	37.7	NAN	
149.75	38.4	NAN	
150	39	NAN	
150.25	39.6	NAN	
150.5	40.3	NAN	
150.75	40.3	NAN	
151	39.6	NAN	
151.25	39	NAN	
151.5	38.4	NAN	
151.75	37.7	NAN	
152	36.4	NAN	
152.25	35.2	NAN	
152.5	33.9	NAN	
152.75	32.6	NAN	
153	31.3	NAN	
153.25	30	NAN	
153.5	28.1	NAN	
153.75	27.5	NAN	
154	25.6	NAN	
154.25	24.9	NAN	
154.5	23	NAN	
154.75	23	NAN	
155	22.4	NAN	
155.25	21.7	NAN	
155.5	21.7	NAN	
155.75	21.1	NAN	
156	21.7	NAN	
156.25	21.7	NAN	
156.5	22.4	NAN	
156.75	23	NAN	
157	23	NAN	
157.25	24.9	NAN	
157.5	25.6	NAN	
157.75	26.8	NAN	
158	27.5	NAN	
158.25	28.8	NAN	
158.5	30	NAN	
158.75	30.7	NAN	
159	32.6	NAN	
159.25	33.2	NAN	
159.5	33.9	NAN	
159.75	35.2	NAN	
160	35.2	NAN	
160.25	35.2	NAN	
160.5	35.8	NAN	
160.75	35.8	NAN	
161	35.8	NAN	
161.25	35.8	NAN	
161.5	35.2	NAN	
161.75	35.2	NAN	
162	34.5	NAN	
162.25	33.2	NAN	
162.5	32.6	NAN	
162.75	32	NAN	
163	30.7	NAN	
163.25	30	NAN	
163.5	29.4	NAN	
163.75	28.1	NAN	
164	27.5	NAN	
164.25	26.8	NAN	
164.5	25.6	NAN	
164.75	25.6	NAN	
165	24.9	NAN	
165.25	24.9	NAN	
165.5	24.3	NAN	
165.75	24.3	NAN	
166	24.3	NAN	
166.25	24.3	NAN	
166.5	24.3	NAN	
166.75	24.9	NAN	
167	24.9	NAN	
167.25	25.6	NAN	
167.5	26.2	NAN	
167.75	27.5	NAN	
168	27.5	NAN	
168.25	28.1	NAN	
168.5	29.4	NAN	
168.75	30	NAN	
169	30.7	NAN	
169.25	30.7	NAN	
